ISO timestamp of the import (UTC),Report date extracted from filename,Region/market from filename,Page URL,Traffic share (%),Number of ranking keywords,Estimated organic traffic,Adwords positions,Positions with commercial intents in top 20,Positions with informational intents in top 20,Positions with navigational intents in top 20,Positions with transactional intents in top 20,Positions with unknown intents in top 20,Traffic with commercial intents in top 20,Traffic with informational intents in top 20,Traffic with navigational intents in top 20,Traffic with transactional intents in top 20,Traffic with unknown intents in top 20,Traffic change
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/premium-champagne-bundle/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/experience-the-world-cup-2026-in-nyc/,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/visit/passes/,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/justin-bieber-performance-edge-nyc/,0,12,0,0,0,2,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/marquee-skydeck-david-berries-x-pablo-romero/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/art-lovers-nyc-itinerary/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/garden-of-shadows-family-performances-10-26/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/events/bob-moses-at-marquee-skydeck/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/ten-things-to-do-this-spring-in-new-york/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/most-romantic-view-in-nyc/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/champagne-admission-ticket/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/perfect-shopping-weekend-in-nyc/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/best-fall-outdoor-workouts-in-nyc/,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/news/best-places-for-cocktails-with-a-view-in-nyc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/the-best-things-to-do-on-the-west-side-of-manhattan-this-summer/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/best-places-for-cocktails-with-a-view-in-nyc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/news/5-thrill-seeking-experiences-in-nyc/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/news/nyc-senior-friendly-itinerary/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/lunar-new-year-savings-at-edge/?ref=nycpro.io,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/things-to-do-in-nyc-this-month/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/a-couples-guide-to-date-night-at-hudson-yards/,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/things-to-do-new-york-comic-con/,0,15,0,0,1,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/anime-nyc-at-hudson-yards/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/black-friday-savings-edge/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/election-day-offer-at-edge-vessel/,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/tickets/4112/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/lawn-games/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/group-travel-nyc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/where-to-eat-at-hudson-yards-a-locals-guide/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/news/best-places-for-cocktails-with-a-view-in-nyc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/top-indoor-activities-for-a-winter-day-in-nyc/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/group-travel-nyc/,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/mary-jane-live-at-marquee-skydeck/,0,24,0,0,2,4,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/news/sky-high-yoga/,0,10,0,0,0,4,0,2,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/guide-to-visiting-hudson-yards-and-manhattans-west-side-with-kids/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/nyc-must-see-week-2-for-1-edge-nyc-tickets/,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/iconic-moments-at-edge-jlo-and-malumas-pa-ti-music-video/,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/the-best-things-to-do-on-the-west-side-of-manhattan-this-summer/,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/events/marquee-skydeck-loud-luxury/?ref=bklyner.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/celebrate-st-patricks-day-at-edge-nyc/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/news/unique-things-to-do-in-nyc/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/events/marquee-skydeck-loud-luxury/?ref=centralparktours.net&ref=centralparktours.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/lawn-games/,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/an-itinerary-for-content-creators/,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/visit/getting-here/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/nyc-fall-guide-hudson-yards/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/news/experience-summer-at-hudson-yards-your-guide-to-backyard-at-hudson-yards/?ref=app,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/visit/passes/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/fleet-week-at-edge/,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/thrilling-things-to-do-nyc-hudson-yards/,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/7-ways-to-see-the-nyc-skyline-this-summer/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/best-place-to-propose-in-nyc/,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/experience-nycs-ultimate-summer-nightlife/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/museum-of-ice-cream-pinkmas/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/visit/,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/anime-nyc-at-hudson-yards/,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/general-admission-ticket-edge/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/1811/,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/news/things-to-do-near-javits-center-nyc/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/iconic-moments-at-edge-bandaloop-performance-at-edge-opening-day/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/news/the-best-things-to-do-on-the-west-side-of-manhattan-this-summer/,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/the-best-black-friday-deals-in-nyc-for-2025/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/celebrate-your-graduation-at-edge-nyc/,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/news/www-edgenyc-com-news-thanksgiving-things-to-do-nyc/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/yoga-pre-registration/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/news/www-edgenyc-com-news-thanksgiving-things-to-do-nyc/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/most-romantic-view-in-nyc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/things-to-do-near-javits-center-nyc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://reachforthesky.edgenyc.com/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/visit/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/sunset-vip-experience/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/garden-of-shadows-family-performances-10-5/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/plan-your-corporate-happy-hour-at-edge-a-one-of-a-kind-experience/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/news/www-edgenyc-com-news-thanksgiving-things-to-do-nyc/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/tickets/nye-city-climb/,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/de/news/7-ways-to-see-the-nyc-skyline-this-summer/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/halloween-weekend-deals-at-edge/,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/back-to-school-offer-at-edge/,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://reachforthesky.edgenyc.com/about.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/lawn-games-at-edge/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/news/7-ways-to-see-the-nyc-skyline-this-summer/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/garden-of-shadows-evening-performances-10-28/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/sky-high-tennis-edge/,0,15,0,0,3,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/student-discount-at-edge/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/advance-saver-ticket/,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/garden-of-shadows-family-performances-10-19/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/general-admission-ticket/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/news/perfect-shopping-weekend-in-nyc/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/yoga-pre-registration/,0,11,0,0,0,3,0,2,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/priority-sunset-admission-ticket/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/museum-of-ice-cream/,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/news/5-thrill-seeking-experiences-in-nyc/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/must-see-week/,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/news/winter-season-in-nyc-cozy-festive-and-full-of-views/,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/tickets/advance-saver-ticket/,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/pt/news/top-indoor-activities-for-a-winter-day-in-nyc/,0,9,0,0,3,7,0,0,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/a-family-guide-to-visiting-edge-nyc/,0,7,0,0,2,1,0,1,0,0,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/maceo-plex-at-marquee-skydeck/,0,30,1,0,1,10,1,2,0,0,1,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/fr/news/live-music-events-at-hudson-yards/,0,9,1,0,0,6,0,2,0,0,1,0,1,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/marquee-skydeck-cid/,0,18,1,0,1,3,2,0,0,1,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/this-world-of-tomorrow-at-the-shed/,0,19,1,0,1,7,0,1,0,1,1,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/veterans-day-in-nyc/,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/vessel-run/,0,16,2,0,0,8,0,3,0,0,2,0,2,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/cozy-fall-date-ideas-in-nyc-with-a-view/,0,5,2,0,3,2,0,0,0,2,2,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/nyc-instagram-spots-for-couples/,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/vessel-lighting-ceremony/,0,24,3,0,4,9,0,1,0,3,2,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/news/see-nyc-sparkle-nightlife-at-hudson-yards/,0,1,3,0,0,1,0,0,0,0,3,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/labor-day-weekend-in-nyc-at-hudson-yards/,0,42,3,0,3,4,0,1,0,2,2,0,1,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/live-music-events-at-hudson-yards/,0,20,4,0,0,14,0,8,0,0,4,0,4,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/celebrate-july-4th-at-edge/,0,4,4,0,1,0,0,0,0,4,0,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/events/marquee-skydeck-alan-walker/,0,21,6,0,2,5,0,2,0,3,6,0,3,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/nyc-senior-friendly-itinerary/,0,6,6,0,0,4,0,0,0,0,6,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/holiday-savings-at-edge/,0,2,9,0,0,2,0,0,0,0,9,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/15-kid-friendly-winter-activities-in-nyc/,0,7,9,0,4,4,0,0,0,9,9,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/es/get-tickets/,0,3,10,0,0,3,0,0,0,0,10,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/news/vessel-run-at-hudson-yards/,0,7,13,0,0,2,1,2,0,0,13,0,11,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/gift-vouchers/,0.01,16,32,0,3,3,0,0,0,32,32,0,0,0,0
2026-02-10T00:47:35.397Z,2026-02-08,US,https://www.edgenyc.com/it/get-tickets/,0.02,1,56,0,0,0,0,1,0,0,0,0,56,0,0
